a,b,c
4828,5328,5828
4829,5329,5829
4830,5330,5830
4831,5331,5831
4832,5332,5832
4833,5333,5833
4834,5334,5834
4835,5335,5835
4836,5336,5836
4837,5337,5837
4838,5338,5838
4839,5339,5839
4840,5340,5840
4841,5341,5841
4842,5342,5842
4843,5343,5843
4844,5344,5844
4845,5345,5845
4846,5346,5846
4847,5347,5847
4848,5348,5848
4849,5349,5849
4850,5350,5850
4851,5351,5851
4852,5352,5852
4853,5353,5853
4854,5354,5854
4855,5355,5855
4856,5356,5856
4857,5357,5857
4858,5358,5858
4859,5359,5859
4860,5360,5860
4861,5361,5861
4862,5362,5862
4863,5363,5863
4864,5364,5864
4865,5365,5865
4866,5366,5866
4867,5367,5867
4868,5368,5868
4869,5369,5869
4870,5370,5870
4871,5371,5871
4872,5372,5872
4873,5373,5873
4874,5374,5874
4875,5375,5875
4876,5376,5876
4877,5377,5877
4878,5378,5878
4879,5379,5879
4880,5380,5880
4881,5381,5881
4882,5382,5882
4883,5383,5883
4884,5384,5884
4885,5385,5885
4886,5386,5886
4887,5387,5887
4888,5388,5888
4889,5389,5889
4890,5390,5890
4891,5391,5891
4892,5392,5892
4893,5393,5893
4894,5394,5894
4895,5395,5895
4896,5396,5896
4897,5397,5897
4898,5398,5898
4899,5399,5899
4900,5400,5900
4901,5401,5901
4902,5402,5902
4903,5403,5903
4904,5404,5904
4905,5405,5905
4906,5406,5906
4907,5407,5907
4908,5408,5908
4909,5409,5909
4910,5410,5910
4911,5411,5911
4912,5412,5912
4913,5413,5913
4914,5414,5914
4915,5415,5915
4916,5416,5916
4917,5417,5917
4918,5418,5918
4919,5419,5919
4920,5420,5920
4921,5421,5921
4922,5422,5922
4923,5423,5923
4924,5424,5924
4925,5425,5925
4926,5426,5926
4927,5427,5927
4928,5428,5928
4929,5429,5929
4930,5430,5930
4931,5431,5931
4932,5432,5932
4933,5433,5933
4934,5434,5934
4935,5435,5935
4936,5436,5936
4937,5437,5937
4938,5438,5938
4939,5439,5939
4940,5440,5940
4941,5441,5941
4942,5442,5942
4943,5443,5943
4944,5444,5944
4945,5445,5945
4946,5446,5946
4947,5447,5947
4948,5448,5948
4949,5449,5949
4950,5450,5950
4951,5451,5951
4952,5452,5952
4953,5453,5953
4954,5454,5954
4955,5455,5955
4956,5456,5956
4957,5457,5957
4958,5458,5958
4959,5459,5959
4960,5460,5960
4961,5461,5961
4962,5462,5962
4963,5463,5963
4964,5464,5964
4965,5465,5965
4966,5466,5966
4967,5467,5967
4968,5468,5968
4969,5469,5969
4970,5470,5970
4971,5471,5971
4972,5472,5972
4973,5473,5973
4974,5474,5974
4975,5475,5975
4976,5476,5976
4977,5477,5977
4978,5478,5978
4979,5479,5979
4980,5480,5980
4981,5481,5981
4982,5482,5982
4983,5483,5983
4984,5484,5984
4985,5485,5985
4986,5486,5986
4987,5487,5987
4988,5488,5988
4989,5489,5989
4990,5490,5990
4991,5491,5991
4992,5492,5992
4993,5493,5993
4994,5494,5994
4995,5495,5995
4996,5496,5996
4997,5497,5997
4998,5498,5998
4999,5499,5999
5000,5500,6000
5001,5501,6001
5002,5502,6002
5003,5503,6003
5004,5504,6004
5005,5505,6005
5006,5506,6006
5007,5507,6007
5008,5508,6008
5009,5509,6009
5010,5510,6010
5011,5511,6011
5012,5512,6012
5013,5513,6013
5014,5514,6014
5015,5515,6015
5016,5516,6016
5017,5517,6017
5018,5518,6018
5019,5519,6019
5020,5520,6020
5021,5521,6021
5022,5522,6022
5023,5523,6023
5024,5524,6024
5025,5525,6025
5026,5526,6026
5027,5527,6027
5028,5528,6028
5029,5529,6029
5030,5530,6030
5031,5531,6031
5032,5532,6032
5033,5533,6033
5034,5534,6034
5035,5535,6035
5036,5536,6036
5037,5537,6037
5038,5538,6038
5039,5539,6039
5040,5540,6040
5041,5541,6041
5042,5542,6042
5043,5543,6043
5044,5544,6044
5045,5545,6045
5046,5546,6046
5047,5547,6047
5048,5548,6048
5049,5549,6049
5050,5550,6050
5051,5551,6051
5052,5552,6052
5053,5553,6053
5054,5554,6054
5055,5555,6055
5056,5556,6056
5057,5557,6057
5058,5558,6058
5059,5559,6059
5060,5560,6060
5061,5561,6061
5062,5562,6062
5063,5563,6063
5064,5564,6064
5065,5565,6065
5066,5566,6066
5067,5567,6067
5068,5568,6068
5069,5569,6069
5070,5570,6070
5071,5571,6071
5072,5572,6072
5073,5573,6073
5074,5574,6074
5075,5575,6075
5076,5576,6076
5077,5577,6077
5078,5578,6078
5079,5579,6079
5080,5580,6080
5081,5581,6081
5082,5582,6082
5083,5583,6083
5084,5584,6084
5085,5585,6085
5086,5586,6086
5087,5587,6087
5088,5588,6088
5089,5589,6089
5090,5590,6090
5091,5591,6091
5092,5592,6092
5093,5593,6093
5094,5594,6094
5095,5595,6095
5096,5596,6096
5097,5597,6097
5098,5598,6098
5099,5599,6099
5100,5600,6100
5101,5601,6101
5102,5602,6102
5103,5603,6103
5104,5604,6104
5105,5605,6105
5106,5606,6106
5107,5607,6107
5108,5608,6108
5109,5609,6109
5110,5610,6110
5111,5611,6111
5112,5612,6112
5113,5613,6113
5114,5614,6114
5115,5615,6115
5116,5616,6116
5117,5617,6117
5118,5618,6118
5119,5619,6119
5120,5620,6120
5121,5621,6121
5122,5622,6122
5123,5623,6123
5124,5624,6124
5125,5625,6125
5126,5626,6126
5127,5627,6127
5128,5628,6128
5129,5629,6129
5130,5630,6130
5131,5631,6131
5132,5632,6132
5133,5633,6133
5134,5634,6134
5135,5635,6135
5136,5636,6136
5137,5637,6137
5138,5638,6138
5139,5639,6139
5140,5640,6140
5141,5641,6141
5142,5642,6142
5143,5643,6143
5144,5644,6144
5145,5645,6145
5146,5646,6146
5147,5647,6147
5148,5648,6148
5149,5649,6149
5150,5650,6150
5151,5651,6151
5152,5652,6152
5153,5653,6153
5154,5654,6154
5155,5655,6155
5156,5656,6156
5157,5657,6157
5158,5658,6158
5159,5659,6159
5160,5660,6160
5161,5661,6161
5162,5662,6162
5163,5663,6163
5164,5664,6164
5165,5665,6165
5166,5666,6166
5167,5667,6167
5168,5668,6168
5169,5669,6169
5170,5670,6170
5171,5671,6171
5172,5672,6172
5173,5673,6173
5174,5674,6174
5175,5675,6175
5176,5676,6176
5177,5677,6177
5178,5678,6178
5179,5679,6179
5180,5680,6180
5181,5681,6181
5182,5682,6182
5183,5683,6183
5184,5684,6184
5185,5685,6185
5186,5686,6186
5187,5687,6187
5188,5688,6188
5189,5689,6189
5190,5690,6190
5191,5691,6191
5192,5692,6192
5193,5693,6193
5194,5694,6194
5195,5695,6195
5196,5696,6196
5197,5697,6197
5198,5698,6198
5199,5699,6199
5200,5700,6200
5201,5701,6201
5202,5702,6202
5203,5703,6203
5204,5704,6204
5205,5705,6205
5206,5706,6206
5207,5707,6207
5208,5708,6208
5209,5709,6209
5210,5710,6210
5211,5711,6211
5212,5712,6212
5213,5713,6213
5214,5714,6214
5215,5715,6215
5216,5716,6216
5217,5717,6217
5218,5718,6218
5219,5719,6219
5220,5720,6220
5221,5721,6221
5222,5722,6222
5223,5723,6223
5224,5724,6224
5225,5725,6225
5226,5726,6226
5227,5727,6227
5228,5728,6228
5229,5729,6229
5230,5730,6230
5231,5731,6231
5232,5732,6232
5233,5733,6233
5234,5734,6234
5235,5735,6235
5236,5736,6236
5237,5737,6237
5238,5738,6238
5239,5739,6239
5240,5740,6240
5241,5741,6241
5242,5742,6242
5243,5743,6243
5244,5744,6244
5245,5745,6245
5246,5746,6246
5247,5747,6247
5248,5748,6248
5249,5749,6249
5250,5750,6250
5251,5751,6251
5252,5752,6252
5253,5753,6253
5254,5754,6254
5255,5755,6255
5256,5756,6256
5257,5757,6257
5258,5758,6258
5259,5759,6259
5260,5760,6260
5261,5761,6261
5262,5762,6262
5263,5763,6263
5264,5764,6264
5265,5765,6265
5266,5766,6266
5267,5767,6267
5268,5768,6268
5269,5769,6269
5270,5770,6270
5271,5771,6271
5272,5772,6272
5273,5773,6273
5274,5774,6274
5275,5775,6275
5276,5776,6276
5277,5777,6277
5278,5778,6278
5279,5779,6279
5280,5780,6280
5281,5781,6281
5282,5782,6282
5283,5783,6283
5284,5784,6284
5285,5785,6285
5286,5786,6286
5287,5787,6287
5288,5788,6288
5289,5789,6289
5290,5790,6290
5291,5791,6291
5292,5792,6292
5293,5793,6293
5294,5794,6294
5295,5795,6295
5296,5796,6296
5297,5797,6297
5298,5798,6298
5299,5799,6299
5300,5800,6300
5301,5801,6301
5302,5802,6302
5303,5803,6303
5304,5804,6304
5305,5805,6305
5306,5806,6306
5307,5807,6307
5308,5808,6308
5309,5809,6309
5310,5810,6310
5311,5811,6311
5312,5812,6312
5313,5813,6313
5314,5814,6314
5315,5815,6315
5316,5816,6316
5317,5817,6317
5318,5818,6318
5319,5819,6319
5320,5820,6320
5321,5821,6321
5322,5822,6322
5323,5823,6323
5324,5824,6324
5325,5825,6325
5326,5826,6326
5327,5827,6327
5328,5828,6328
5329,5829,6329
5330,5830,6330
5331,5831,6331
5332,5832,6332
5333,5833,6333
5334,5834,6334
5335,5835,6335
5336,5836,6336
5337,5837,6337
5338,5838,6338
5339,5839,6339
5340,5840,6340
5341,5841,6341
5342,5842,6342
5343,5843,6343
5344,5844,6344
5345,5845,6345
5346,5846,6346
5347,5847,6347
5348,5848,6348
5349,5849,6349
5350,5850,6350
5351,5851,6351
5352,5852,6352
5353,5853,6353
5354,5854,6354
5355,5855,6355
5356,5856,6356
5357,5857,6357
5358,5858,6358
5359,5859,6359
5360,5860,6360
5361,5861,6361
5362,5862,6362
5363,5863,6363
5364,5864,6364
5365,5865,6365
5366,5866,6366
5367,5867,6367
5368,5868,6368
5369,5869,6369
5370,5870,6370
5371,5871,6371
5372,5872,6372
5373,5873,6373
5374,5874,6374
5375,5875,6375
5376,5876,6376
5377,5877,6377
5378,5878,6378
5379,5879,6379
5380,5880,6380
5381,5881,6381
5382,5882,6382
5383,5883,6383
5384,5884,6384
5385,5885,6385
5386,5886,6386
5387,5887,6387
5388,5888,6388
5389,5889,6389
5390,5890,6390
5391,5891,6391
5392,5892,6392
5393,5893,6393
5394,5894,6394
5395,5895,6395
5396,5896,6396
5397,5897,6397
5398,5898,6398
5399,5899,6399
5400,5900,6400
5401,5901,6401
5402,5902,6402
5403,5903,6403
5404,5904,6404
5405,5905,6405
5406,5906,6406
5407,5907,6407
5408,5908,6408
5409,5909,6409
5410,5910,6410
5411,5911,6411
5412,5912,6412
5413,5913,6413
5414,5914,6414
5415,5915,6415
5416,5916,6416
5417,5917,6417
5418,5918,6418
5419,5919,6419
5420,5920,6420
5421,5921,6421
5422,5922,6422
5423,5923,6423
5424,5924,6424
5425,5925,6425
5426,5926,6426
5427,5927,6427
5428,5928,6428
5429,5929,6429
5430,5930,6430
5431,5931,6431
5432,5932,6432
5433,5933,6433
5434,5934,6434
5435,5935,6435
5436,5936,6436
5437,5937,6437
5438,5938,6438
5439,5939,6439
5440,5940,6440
5441,5941,6441
5442,5942,6442
5443,5943,6443
5444,5944,6444
5445,5945,6445
5446,5946,6446
5447,5947,6447
5448,5948,6448
5449,5949,6449
5450,5950,6450
5451,5951,6451
5452,5952,6452
5453,5953,6453
5454,5954,6454
5455,5955,6455
5456,5956,6456
5457,5957,6457
5458,5958,6458
5459,5959,6459
5460,5960,6460
5461,5961,6461
5462,5962,6462
5463,5963,6463
5464,5964,6464
5465,5965,6465
5466,5966,6466
5467,5967,6467
5468,5968,6468
5469,5969,6469
5470,5970,6470
5471,5971,6471
5472,5972,6472
5473,5973,6473
5474,5974,6474
5475,5975,6475
5476,5976,6476
5477,5977,6477
5478,5978,6478
5479,5979,6479
5480,5980,6480
5481,5981,6481
5482,5982,6482
5483,5983,6483
5484,5984,6484
5485,5985,6485
5486,5986,6486
5487,5987,6487
5488,5988,6488
5489,5989,6489
5490,5990,6490
5491,5991,6491
5492,5992,6492
5493,5993,6493
5494,5994,6494
5495,5995,6495
5496,5996,6496
5497,5997,6497
5498,5998,6498
5499,5999,6499
5500,6000,6500
5501,6001,6501
5502,6002,6502
5503,6003,6503
5504,6004,6504
5505,6005,6505
5506,6006,6506
5507,6007,6507
5508,6008,6508
5509,6009,6509
5510,6010,6510
5511,6011,6511
5512,6012,6512
5513,6013,6513
5514,6014,6514
5515,6015,6515
5516,6016,6516
5517,6017,6517
5518,6018,6518
5519,6019,6519
5520,6020,6520
5521,6021,6521
5522,6022,6522
5523,6023,6523
5524,6024,6524
5525,6025,6525
5526,6026,6526
5527,6027,6527
5528,6028,6528
5529,6029,6529
5530,6030,6530
5531,6031,6531
5532,6032,6532
5533,6033,6533
5534,6034,6534
5535,6035,6535
5536,6036,6536
5537,6037,6537
5538,6038,6538
5539,6039,6539
5540,6040,6540
5541,6041,6541
5542,6042,6542
5543,6043,6543
5544,6044,6544
5545,6045,6545
5546,6046,6546
5547,6047,6547
5548,6048,6548
5549,6049,6549
5550,6050,6550
5551,6051,6551
5552,6052,6552
5553,6053,6553
5554,6054,6554
5555,6055,6555
5556,6056,6556
5557,6057,6557
5558,6058,6558
5559,6059,6559
5560,6060,6560
5561,6061,6561
5562,6062,6562
5563,6063,6563
5564,6064,6564
5565,6065,6565
5566,6066,6566
5567,6067,6567
5568,6068,6568
5569,6069,6569
5570,6070,6570
5571,6071,6571
5572,6072,6572
5573,6073,6573
5574,6074,6574
5575,6075,6575
5576,6076,6576
5577,6077,6577
5578,6078,6578
5579,6079,6579
5580,6080,6580
5581,6081,6581
5582,6082,6582
5583,6083,6583
5584,6084,6584
5585,6085,6585
5586,6086,6586
5587,6087,6587
5588,6088,6588
5589,6089,6589
5590,6090,6590
5591,6091,6591
5592,6092,6592
5593,6093,6593
5594,6094,6594
5595,6095,6595
5596,6096,6596
5597,6097,6597
5598,6098,6598
5599,6099,6599
5600,6100,6600
5601,6101,6601
5602,6102,6602
5603,6103,6603
5604,6104,6604
5605,6105,6605
5606,6106,6606
5607,6107,6607
5608,6108,6608
5609,6109,6609
5610,6110,6610
5611,6111,6611
5612,6112,6612
5613,6113,6613
5614,6114,6614
5615,6115,6615
5616,6116,6616
5617,6117,6617
5618,6118,6618
5619,6119,6619
5620,6120,6620
5621,6121,6621
5622,6122,6622
5623,6123,6623
5624,6124,6624
5625,6125,6625
5626,6126,6626
5627,6127,6627
5628,6128,6628
5629,6129,6629
5630,6130,6630
5631,6131,6631
5632,6132,6632
5633,6133,6633
5634,6134,6634
5635,6135,6635
5636,6136,6636
5637,6137,6637
5638,6138,6638
5639,6139,6639
5640,6140,6640
5641,6141,6641
5642,6142,6642
5643,6143,6643
5644,6144,6644
5645,6145,6645
5646,6146,6646
5647,6147,6647
5648,6148,6648
5649,6149,6649
5650,6150,6650
5651,6151,6651
5652,6152,6652
5653,6153,6653
5654,6154,6654
5655,6155,6655
5656,6156,6656
5657,6157,6657
5658,6158,6658
5659,6159,6659
5660,6160,6660
5661,6161,6661
5662,6162,6662
5663,6163,6663
5664,6164,6664
5665,6165,6665
5666,6166,6666
5667,6167,6667
5668,6168,6668
5669,6169,6669
5670,6170,6670
5671,6171,6671
5672,6172,6672
5673,6173,6673
5674,6174,6674
5675,6175,6675
5676,6176,6676
5677,6177,6677
5678,6178,6678
5679,6179,6679
5680,6180,6680
5681,6181,6681
5682,6182,6682
5683,6183,6683
5684,6184,6684
5685,6185,6685
5686,6186,6686
5687,6187,6687
5688,6188,6688
5689,6189,6689
5690,6190,6690
5691,6191,6691
5692,6192,6692
5693,6193,6693
5694,6194,6694
5695,6195,6695
5696,6196,6696
5697,6197,6697
5698,6198,6698
5699,6199,6699
5700,6200,6700
5701,6201,6701
5702,6202,6702
5703,6203,6703
5704,6204,6704
5705,6205,6705
5706,6206,6706
5707,6207,6707
5708,6208,6708
5709,6209,6709
5710,6210,6710
5711,6211,6711
5712,6212,6712
5713,6213,6713
5714,6214,6714
5715,6215,6715
5716,6216,6716
5717,6217,6717
5718,6218,6718
5719,6219,6719
5720,6220,6720
5721,6221,6721
5722,6222,6722
5723,6223,6723
5724,6224,6724
5725,6225,6725
5726,6226,6726
5727,6227,6727
5728,6228,6728
5729,6229,6729
5730,6230,6730
5731,6231,6731
5732,6232,6732
5733,6233,6733
5734,6234,6734
5735,6235,6735
5736,6236,6736
5737,6237,6737
5738,6238,6738
5739,6239,6739
5740,6240,6740
5741,6241,6741
5742,6242,6742
5743,6243,6743
5744,6244,6744
5745,6245,6745
5746,6246,6746
5747,6247,6747
5748,6248,6748
5749,6249,6749
5750,6250,6750
5751,6251,6751
5752,6252,6752
5753,6253,6753
5754,6254,6754
5755,6255,6755
5756,6256,6756
5757,6257,6757
5758,6258,6758
5759,6259,6759
5760,6260,6760
5761,6261,6761
5762,6262,6762
5763,6263,6763
5764,6264,6764
5765,6265,6765
5766,6266,6766
5767,6267,6767
5768,6268,6768
5769,6269,6769
5770,6270,6770
5771,6271,6771
5772,6272,6772
5773,6273,6773
5774,6274,6774
5775,6275,6775
5776,6276,6776
5777,6277,6777
5778,6278,6778
5779,6279,6779
5780,6280,6780
5781,6281,6781
5782,6282,6782
5783,6283,6783
5784,6284,6784
5785,6285,6785
5786,6286,6786
5787,6287,6787
5788,6288,6788
5789,6289,6789
5790,6290,6790
5791,6291,6791
5792,6292,6792
5793,6293,6793
5794,6294,6794
5795,6295,6795
5796,6296,6796
5797,6297,6797
5798,6298,6798
5799,6299,6799
5800,6300,6800
5801,6301,6801
5802,6302,6802
5803,6303,6803
5804,6304,6804
5805,6305,6805
5806,6306,6806
5807,6307,6807
5808,6308,6808
5809,6309,6809
5810,6310,6810
5811,6311,6811
5812,6312,6812
5813,6313,6813
5814,6314,6814
5815,6315,6815
5816,6316,6816
5817,6317,6817
5818,6318,6818
5819,6319,6819
5820,6320,6820
5821,6321,6821
5822,6322,6822
5823,6323,6823
5824,6324,6824
5825,6325,6825
5826,6326,6826
5827,6327,6827
5828,6328,6828
5829,6329,6829
5830,6330,6830
5831,6331,6831
5832,6332,6832
5833,6333,6833
5834,6334,6834
5835,6335,6835
5836,6336,6836
5837,6337,6837
5838,6338,6838
5839,6339,6839
5840,6340,6840
5841,6341,6841
5842,6342,6842
5843,6343,6843
5844,6344,6844
5845,6345,6845
5846,6346,6846
5847,6347,6847
5848,6348,6848
5849,6349,6849
5850,6350,6850
5851,6351,6851
5852,6352,6852
5853,6353,6853
5854,6354,6854
5855,6355,6855
5856,6356,6856
5857,6357,6857
5858,6358,6858
5859,6359,6859
5860,6360,6860
5861,6361,6861
5862,6362,6862
5863,6363,6863
5864,6364,6864
5865,6365,6865
5866,6366,6866
5867,6367,6867
5868,6368,6868
5869,6369,6869
5870,6370,6870
5871,6371,6871
5872,6372,6872
5873,6373,6873
5874,6374,6874
5875,6375,6875
5876,6376,6876
5877,6377,6877
5878,6378,6878
5879,6379,6879
5880,6380,6880
5881,6381,6881
5882,6382,6882
5883,6383,6883
5884,6384,6884
5885,6385,6885
5886,6386,6886
5887,6387,6887
5888,6388,6888
5889,6389,6889
5890,6390,6890
5891,6391,6891
5892,6392,6892
5893,6393,6893
5894,6394,6894
5895,6395,6895
5896,6396,6896
5897,6397,6897
5898,6398,6898
5899,6399,6899
5900,6400,6900
5901,6401,6901
5902,6402,6902
5903,6403,6903
5904,6404,6904
5905,6405,6905
5906,6406,6906
5907,6407,6907
5908,6408,6908
5909,6409,6909
5910,6410,6910
5911,6411,6911
5912,6412,6912
5913,6413,6913
5914,6414,6914
5915,6415,6915
5916,6416,6916
5917,6417,6917
5918,6418,6918
5919,6419,6919
5920,6420,6920
5921,6421,6921
5922,6422,6922
5923,6423,6923
5924,6424,6924
5925,6425,6925
5926,6426,6926
5927,6427,6927
5928,6428,6928
5929,6429,6929
5930,6430,6930
5931,6431,6931
5932,6432,6932
5933,6433,6933
5934,6434,6934
5935,6435,6935
5936,6436,6936
5937,6437,6937
5938,6438,6938
5939,6439,6939
5940,6440,6940
5941,6441,6941
5942,6442,6942
5943,6443,6943
5944,6444,6944
5945,6445,6945
5946,6446,6946
5947,6447,6947
5948,6448,6948
5949,6449,6949
5950,6450,6950
5951,6451,6951
5952,6452,6952
5953,6453,6953
5954,6454,6954
5955,6455,6955
5956,6456,6956
5957,6457,6957
5958,6458,6958
5959,6459,6959
5960,6460,6960
5961,6461,6961
5962,6462,6962
5963,6463,6963
5964,6464,6964
5965,6465,6965
5966,6466,6966
5967,6467,6967
5968,6468,6968
5969,6469,6969
5970,6470,6970
5971,6471,6971
5972,6472,6972
5973,6473,6973
5974,6474,6974
5975,6475,6975
5976,6476,6976
5977,6477,6977
5978,6478,6978
5979,6479,6979
5980,6480,6980
5981,6481,6981
5982,6482,6982
5983,6483,6983
5984,6484,6984
5985,6485,6985
5986,6486,6986
5987,6487,6987
5988,6488,6988
5989,6489,6989
5990,6490,6990
5991,6491,6991
5992,6492,6992
5993,6493,6993
5994,6494,6994
5995,6495,6995
5996,6496,6996
5997,6497,6997
5998,6498,6998
5999,6499,6999
6000,6500,7000
6001,6501,7001
6002,6502,7002
6003,6503,7003
6004,6504,7004
6005,6505,7005
6006,6506,7006
6007,6507,7007
6008,6508,7008
6009,6509,7009
6010,6510,7010
6011,6511,7011
6012,6512,7012
6013,6513,7013
6014,6514,7014
6015,6515,7015
6016,6516,7016
6017,6517,7017
6018,6518,7018
6019,6519,7019
6020,6520,7020
6021,6521,7021
6022,6522,7022
6023,6523,7023
6024,6524,7024
6025,6525,7025
6026,6526,7026
6027,6527,7027
6028,6528,7028
6029,6529,7029
6030,6530,7030
6031,6531,7031
6032,6532,7032
6033,6533,7033
6034,6534,7034
6035,6535,7035
6036,6536,7036
6037,6537,7037
6038,6538,7038
6039,6539,7039
6040,6540,7040
6041,6541,7041
6042,6542,7042
6043,6543,7043
6044,6544,7044
6045,6545,7045
6046,6546,7046
6047,6547,7047
6048,6548,7048
6049,6549,7049
6050,6550,7050
6051,6551,7051
6052,6552,7052
6053,6553,7053
6054,6554,7054
6055,6555,7055
6056,6556,7056
6057,6557,7057
6058,6558,7058
6059,6559,7059
6060,6560,7060
6061,6561,7061
6062,6562,7062
6063,6563,7063
6064,6564,7064
6065,6565,7065
6066,6566,7066
6067,6567,7067
6068,6568,7068
6069,6569,7069
6070,6570,7070
6071,6571,7071
6072,6572,7072
6073,6573,7073
6074,6574,7074
6075,6575,7075
6076,6576,7076
6077,6577,7077
6078,6578,7078
6079,6579,7079
6080,6580,7080
6081,6581,7081
6082,6582,7082
6083,6583,7083
6084,6584,7084
6085,6585,7085
6086,6586,7086
6087,6587,7087
6088,6588,7088
6089,6589,7089
6090,6590,7090
6091,6591,7091
6092,6592,7092
6093,6593,7093
6094,6594,7094
6095,6595,7095
6096,6596,7096
6097,6597,7097
6098,6598,7098
6099,6599,7099
6100,6600,7100
6101,6601,7101
6102,6602,7102
6103,6603,7103
6104,6604,7104
6105,6605,7105
6106,6606,7106
6107,6607,7107
6108,6608,7108
6109,6609,7109
6110,6610,7110
6111,6611,7111
6112,6612,7112
6113,6613,7113
6114,6614,7114
6115,6615,7115
6116,6616,7116
6117,6617,7117
6118,6618,7118
6119,6619,7119
6120,6620,7120
6121,6621,7121
6122,6622,7122
6123,6623,7123
6124,6624,7124
6125,6625,7125
6126,6626,7126
6127,6627,7127
6128,6628,7128
6129,6629,7129
6130,6630,7130
6131,6631,7131
6132,6632,7132
6133,6633,7133
6134,6634,7134
6135,6635,7135
6136,6636,7136
6137,6637,7137
6138,6638,7138
6139,6639,7139
6140,6640,7140
6141,6641,7141
6142,6642,7142
6143,6643,7143
6144,6644,7144
6145,6645,7145
6146,6646,7146
6147,6647,7147
6148,6648,7148
6149,6649,7149
6150,6650,7150
6151,6651,7151
6152,6652,7152
6153,6653,7153
6154,6654,7154
6155,6655,7155
6156,6656,7156
6157,6657,7157
6158,6658,7158
6159,6659,7159
6160,6660,7160
6161,6661,7161
6162,6662,7162
6163,6663,7163
6164,6664,7164
6165,6665,7165
6166,6666,7166
6167,6667,7167
6168,6668,7168
6169,6669,7169
6170,6670,7170
6171,6671,7171
6172,6672,7172
6173,6673,7173
6174,6674,7174
6175,6675,7175
6176,6676,7176
6177,6677,7177
6178,6678,7178
6179,6679,7179
6180,6680,7180
6181,6681,7181
6182,6682,7182
6183,6683,7183
6184,6684,7184
6185,6685,7185
6186,6686,7186
6187,6687,7187
6188,6688,7188
6189,6689,7189
6190,6690,7190
6191,6691,7191
6192,6692,7192
6193,6693,7193
6194,6694,7194
6195,6695,7195
6196,6696,7196
6197,6697,7197
6198,6698,7198
6199,6699,7199
6200,6700,7200
6201,6701,7201
6202,6702,7202
6203,6703,7203
6204,6704,7204
6205,6705,7205
6206,6706,7206
6207,6707,7207
6208,6708,7208
6209,6709,7209
6210,6710,7210
6211,6711,7211
6212,6712,7212
6213,6713,7213
6214,6714,7214
6215,6715,7215
6216,6716,7216
6217,6717,7217
6218,6718,7218
6219,6719,7219
6220,6720,7220
6221,6721,7221
6222,6722,7222
6223,6723,7223
6224,6724,7224
6225,6725,7225
6226,6726,7226
6227,6727,7227
6228,6728,7228
6229,6729,7229
6230,6730,7230
6231,6731,7231
6232,6732,7232
6233,6733,7233
6234,6734,7234
6235,6735,7235
6236,6736,7236
6237,6737,7237
6238,6738,7238
6239,6739,7239
6240,6740,7240
6241,6741,7241
6242,6742,7242
6243,6743,7243
6244,6744,7244
6245,6745,7245
6246,6746,7246
6247,6747,7247
6248,6748,7248
6249,6749,7249
6250,6750,7250
6251,6751,7251
6252,6752,7252
6253,6753,7253
6254,6754,7254
6255,6755,7255
6256,6756,7256
6257,6757,7257
6258,6758,7258
6259,6759,7259
6260,6760,7260
6261,6761,7261
6262,6762,7262
6263,6763,7263
6264,6764,7264
6265,6765,7265
6266,6766,7266
6267,6767,7267
6268,6768,7268
6269,6769,7269
6270,6770,7270
6271,6771,7271
6272,6772,7272
6273,6773,7273
6274,6774,7274
6275,6775,7275
6276,6776,7276
6277,6777,7277
6278,6778,7278
6279,6779,7279
6280,6780,7280
6281,6781,7281
6282,6782,7282
6283,6783,7283
6284,6784,7284
6285,6785,7285
6286,6786,7286
6287,6787,7287
6288,6788,7288
6289,6789,7289
6290,6790,7290
6291,6791,7291
6292,6792,7292
6293,6793,7293
6294,6794,7294
6295,6795,7295
6296,6796,7296
6297,6797,7297
6298,6798,7298
6299,6799,7299
6300,6800,7300
6301,6801,7301
6302,6802,7302
6303,6803,7303
6304,6804,7304
6305,6805,7305
6306,6806,7306
6307,6807,7307
6308,6808,7308
6309,6809,7309
6310,6810,7310
6311,6811,7311
6312,6812,7312
6313,6813,7313
6314,6814,7314
6315,6815,7315
6316,6816,7316
6317,6817,7317
6318,6818,7318
6319,6819,7319
6320,6820,7320
6321,6821,7321
6322,6822,7322
6323,6823,7323
6324,6824,7324
6325,6825,7325
6326,6826,7326
6327,6827,7327
6328,6828,7328
6329,6829,7329
6330,6830,7330
6331,6831,7331
6332,6832,7332
6333,6833,7333
6334,6834,7334
6335,6835,7335
6336,6836,7336
6337,6837,7337
6338,6838,7338
6339,6839,7339
6340,6840,7340
6341,6841,7341
6342,6842,7342
6343,6843,7343
6344,6844,7344
6345,6845,7345
6346,6846,7346
6347,6847,7347
6348,6848,7348
6349,6849,7349
6350,6850,7350
6351,6851,7351
6352,6852,7352
6353,6853,7353
6354,6854,7354
6355,6855,7355
6356,6856,7356
6357,6857,7357
6358,6858,7358
6359,6859,7359
6360,6860,7360
6361,6861,7361
6362,6862,7362
6363,6863,7363
6364,6864,7364
6365,6865,7365
6366,6866,7366
6367,6867,7367
6368,6868,7368
6369,6869,7369
6370,6870,7370
6371,6871,7371
6372,6872,7372
6373,6873,7373
6374,6874,7374
6375,6875,7375
6376,6876,7376
6377,6877,7377
6378,6878,7378
6379,6879,7379
6380,6880,7380
6381,6881,7381
